"Time (s)","Bridge Pos (m)","Trolley 1 Pos (m)","Trolley 1 Cable Length (m)","Trolley 1 - Trolley direction deflection (m)","Trolley 1 - Bridge direction deflection (m)","Trolley 2 Pos (m)","Trolley 2 Cable Length (m)","Trolley 2 - Trolley direction deflection (m)","Trolley 2 - Bridge direction deflection (m)","Rigid Z Position (m)","Rigid Z Length (m)"
2.48,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.52,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.56,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.6,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.64,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.68,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.72,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.76,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.8,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.84,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.88,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.92,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
2.96,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
3,6.225,3.064,1.08,0.01,0,5.299,1.11,0,0.02,0,0
3.04,6.225,3.064,1.08,0.01,0,5.298,1.11,0,0.02,0,0
3.08,6.224,3.063,1.08,0.01,0,5.298,1.11,0,0.02,0,0
3.12,6.225,3.059,1.08,0.01,0,5.297,1.11,0,0.02,0,0
3.16,6.224,3.056,1.08,0.01,0,5.29,1.11,0,0.02,0,0
3.2,6.224,3.052,1.08,0.02,0,5.286,1.11,0.01,0.02,0,0
3.24,6.225,3.046,1.11,0.02,0,5.282,1.11,0.01,0.02,0,0
3.28,6.225,3.032,1.11,0.03,0,5.276,1.11,0.01,0.02,0,0
3.32,6.224,3.025,1.1,0.03,0,5.263,1.11,0.02,0.02,0,0
3.36,6.225,3.02,1.1,0.04,0,5.255,1.11,0.03,0.02,0,0
3.4,6.224,3.01,1.11,0.05,0,5.248,1.11,0.04,0.02,0,0
3.44,6.224,2.991,1.11,0.06,0,5.239,1.11,0.04,0.02,0,0
3.48,6.224,2.979,1.11,0.07,0,5.22,2.84,0.01,-0.01,0,0
3.52,6.225,2.968,1.55,0.02,0,5.208,2.84,0.01,-0.01,0,0
3.56,6.225,2.956,1.55,0.02,0,5.197,2.84,0.04,-0.01,0,0
3.6,6.225,2.936,1.52,0.04,0,5.187,2.84,0.06,-0.01,0,0
3.64,6.225,2.925,1.49,0.04,0,5.165,2.84,0.08,-0.01,0,0
3.68,6.225,2.917,2.9,0.06,-0.06,5.155,2.7,0.03,0.02,0,0
3.72,6.225,2.905,2.9,0.08,-0.06,5.145,2.7,0.03,0.02,0,0
3.76,6.225,2.887,2.84,0.09,-0.06,5.134,2.7,0.04,0.02,0,0
3.8,6.225,2.876,1.43,0.06,-0.01,5.113,2.7,0.04,0.01,0,0
3.84,6.225,2.865,1.43,0.06,-0.01,5.102,3.28,-0.02,0.02,0,0
3.88,6.225,2.853,2.84,0.09,-0.06,5.092,2.7,0.05,0.02,0,0
3.92,6.225,2.831,2.9,0.09,-0.06,5.081,2.7,0.05,0.02,0,0
3.96,6.225,2.821,1.49,0.06,-0.01,5.06,2.77,0.04,0.01,0,0
4,6.225,2.81,1.49,0.05,0,5.05,2.77,0.04,0.01,0,0
4.04,6.225,2.801,1.55,0.05,-0.01,5.039,2.9,0.02,0.01,0,0
4.08,6.225,2.781,1.61,0.03,-0.01,5.029,1.13,0.08,0.02,0,0
4.12,6.225,2.77,1.61,0.03,-0.01,5.007,1.11,0.07,0.02,0,0
4.16,6.225,2.76,1.1,0.08,0,4.997,1.11,0.06,0.02,0,0
4.2,6.225,2.738,1.11,0.07,0,4.987,1.11,0.06,0.02,0,0
4.24,6.225,2.726,1.1,0.06,0,4.975,1.11,0.05,0.02,0,0
4.28,6.225,2.715,1.08,0.05,0,4.955,1.11,0.04,0.02,0,0
4.32,6.225,2.705,1.1,0.04,0,4.944,1.11,0.03,0.02,0,0
4.36,6.225,2.694,1.08,0.03,0,4.935,1.11,0.01,0.02,0,0
4.4,6.225,2.673,1.08,0.02,0,4.923,1.11,0.01,0.02,0,0
4.44,6.225,2.664,1.08,0.01,0,4.903,1.1,-0.01,0.02,0,0
4.48,6.225,2.652,1.08,0,0,4.891,1.1,-0.01,0.02,0,0
4.52,6.225,2.642,1.08,-0.01,0,4.881,1.1,-0.03,0.02,0,0
4.56,6.225,2.619,1.08,-0.03,0,4.871,1.1,-0.04,0.02,0,0
4.6,6.225,2.611,1.07,-0.04,0.01,4.848,1.1,-0.05,0.02,0,0
4.64,6.225,2.598,1.07,-0.04,0.01,4.838,1.1,-0.06,0.02,0,0
4.68,6.225,2.587,1.07,-0.05,0.01,4.827,1.1,-0.06,0.02,0,0
4.72,6.225,2.566,1.07,-0.06,0.01,4.816,1.1,-0.07,0.02,0,0
4.76,6.225,2.557,1.07,-0.07,0,4.796,1.1,-0.08,0.03,0,0
4.8,6.225,2.547,1.07,-0.07,0,4.785,1.1,-0.09,0.03,0,0
4.84,6.225,2.534,1.07,-0.07,0,4.775,1.1,-0.09,0.03,0,0
4.88,6.225,2.514,1.07,-0.08,0,4.764,1.1,-0.09,0.03,0,0
4.92,6.225,2.503,1.07,-0.08,0,4.743,1.1,-0.1,0.02,0,0
4.96,6.225,2.491,1.07,-0.08,0,4.732,1.1,-0.1,0.02,0,0
5,6.225,2.48,1.07,-0.08,0,4.721,1.1,-0.1,0.02,0,0
5.04,6.225,2.46,1.07,-0.07,0,4.711,1.1,-0.09,0.02,0,0
5.08,6.225,2.45,1.07,-0.07,0,4.688,1.1,-0.09,0.02,0,0
5.12,6.225,2.438,1.07,-0.07,0,4.679,1.1,-0.08,0.02,0,0
5.16,6.225,2.416,1.08,-0.05,0,4.668,1.1,-0.08,0.02,0,0
5.2,6.225,2.405,1.08,-0.05,0,4.657,1.1,-0.08,0.02,0,0
5.24,6.225,2.395,1.08,-0.04,0,4.635,1.1,-0.07,0.02,0,0
5.28,6.225,2.384,1.08,-0.04,0,4.624,1.1,-0.06,0.02,0,0
5.32,6.225,2.374,1.08,-0.03,0,4.614,1.1,-0.05,0.02,0,0
5.36,6.225,2.352,1.08,-0.02,0,4.603,1.1,-0.05,0.02,0,0
5.4,6.225,2.342,1.1,-0.01,0,4.582,1.11,-0.03,0.03,0,0
5.44,6.225,2.33,1.1,0,0,4.57,1.11,-0.03,0.03,0,0
5.48,6.225,2.32,1.1,0.01,0,4.56,1.11,-0.01,0.02,0,0
5.52,6.225,2.3,1.1,0.03,0,4.55,1.11,0,0.02,0,0
5.56,6.225,2.289,1.1,0.03,0,4.527,1.11,0.01,0.02,0,0
5.6,6.225,2.278,1.11,0.04,0,4.518,1.11,0.02,0.02,0,0
5.64,6.225,2.268,1.11,0.05,0,4.507,1.11,0.02,0.02,0,0
5.68,6.225,2.247,1.1,0.06,0,4.496,1.13,0.04,0.02,0,0
5.72,6.225,2.236,1.11,0.07,0,4.475,1.11,0.05,0.02,0,0
5.76,6.225,2.227,1.11,0.08,0,4.463,2.9,0.01,-0.02,0,0
5.8,6.224,2.215,1.11,0.08,0,4.453,2.84,0.03,-0.01,0,0
5.84,6.225,2.194,1.52,0.03,-0.01,4.443,2.84,0.03,-0.01,0,0
5.88,6.225,2.185,1.52,0.03,-0.01,4.422,2.84,0.07,-0.01,0,0
5.92,6.225,2.174,2.98,0.03,-0.06,4.411,2.84,0.07,-0.01,0,0
5.96,6.225,2.164,2.9,0.04,-0.06,4.401,2.84,0.08,-0.01,0,0
6,6.225,2.143,2.84,0.05,-0.06,4.39,2.84,0.01,0.01,0,0
6.04,6.225,2.133,2.9,0.05,-0.06,4.369,2.84,0.01,0.01,0,0
6.08,6.225,2.12,2.9,0.05,-0.07,4.359,2.77,0.01,0.01,0,0
6.12,6.225,2.112,2.9,0.05,-0.07,4.347,2.77,0.01,0.01,0,0
6.16,6.225,2.089,1.52,0.03,-0.01,4.337,2.84,0.08,-0.02,0,0
6.2,6.225,2.078,1.52,0.03,-0.01,4.317,2.84,0.07,-0.02,0,0
6.24,6.225,2.071,1.55,0.03,-0.01,4.307,1.13,0.08,0.02,0,0
6.28,6.225,2.06,1.58,0.02,-0.01,4.298,1.13,0.08,0.02,0,0
6.32,6.225,2.045,1.1,0.07,0,4.289,1.13,0.07,0.02,0,0
6.36,6.225,2.038,1.1,0.06,0,4.278,1.11,0.05,0.02,0,0
6.4,6.225,2.034,1.1,0.05,0,4.274,1.11,0.04,0.02,0,0
6.44,6.225,2.032,1.1,0.04,0,4.273,1.11,0.03,0.02,0,0
6.48,6.225,2.035,1.08,0.02,0,4.273,1.11,0.03,0.02,0,0
6.52,6.225,2.037,1.08,0,0,4.275,1.1,-0.02,0.02,0,0
6.56,6.225,2.039,1.08,-0.01,0,4.277,1.1,-0.02,0.02,0,0
6.6,6.225,2.039,1.08,-0.04,0,4.278,1.1,-0.05,0.02,0,0
6.64,6.225,2.042,1.07,-0.07,0,4.279,1.1,-0.08,0.02,0,0
6.68,6.225,2.039,1.07,-0.09,0,4.28,1.1,-0.1,0.02,0,0
6.72,6.225,2.036,1.07,-0.09,0,4.28,1.1,-0.13,0.02,0,0
6.76,6.225,2.036,1.07,-0.11,0,4.28,1.1,-0.13,0.02,0,0
6.8,6.225,2.04,1.07,-0.13,0,4.279,1.1,-0.14,0.02,0,0
6.84,6.225,2.04,1.07,-0.14,0,4.277,1.1,-0.15,0.02,0,0
6.88,6.225,2.041,1.07,-0.15,0,4.277,1.1,-0.16,0.02,0,0
6.92,6.225,2.041,1.07,-0.15,0,4.277,1.1,-0.17,0.02,0,0
6.96,6.225,2.04,1.07,-0.16,0,4.276,1.1,-0.17,0.02,0,0
7,6.225,2.038,1.07,-0.16,0,4.275,1.1,-0.18,0.02,0,0
7.04,6.225,2.037,1.07,-0.16,0,4.275,1.1,-0.18,0.02,0,0
7.08,6.225,2.036,1.07,-0.16,0,4.275,1.1,-0.18,0.02,0,0
7.12,6.225,2.034,1.07,-0.16,0,4.275,1.1,-0.17,0.02,0,0
7.16,6.225,2.035,1.07,-0.15,0,4.276,1.1,-0.17,0.02,0,0
7.2,6.225,2.036,1.07,-0.15,0,4.277,1.08,-0.16,0.02,0,0
7.24,6.225,2.038,1.08,-0.14,0,4.277,1.08,-0.16,0.02,0,0
7.28,6.225,2.042,1.08,-0.13,0,4.278,1.1,-0.15,0.02,0,0
7.32,6.225,2.042,1.08,-0.12,0,4.278,1.1,-0.13,0.02,0,0
7.36,6.225,2.042,1.08,-0.1,0,4.278,1.1,-0.11,0.02,0,0
7.4,6.225,2.042,1.1,-0.09,0,4.277,1.1,-0.09,0.02,0,0
7.44,6.225,2.038,0.98,-0.02,0.01,4.277,1.1,-0.09,0.02,0,0
7.48,6.225,2.035,1.01,-0.01,0.02,4.276,1.11,-0.05,0.02,0,0
7.52,6.225,2.035,1.05,0.01,0.01,4.275,1.11,-0.05,0.02,0,0
7.56,6.225,2.035,1.05,0.01,0.01,4.275,1.11,-0.03,0.02,0,0
7.6,6.225,2.037,1.05,0.01,0.01,4.276,1.11,-0.01,0.02,0,0
7.64,6.225,2.039,1.05,0.01,0.01,4.277,1.11,0.02,0.02,0,0
7.68,6.225,2.041,1.05,0.01,0.01,4.278,1.11,0.04,0.02,0,0
7.72,6.225,2.042,1.05,0.01,0.01,4.279,1.11,0.04,0.02,0,0
7.76,6.225,2.042,2.77,0.04,-0.06,4.279,2.84,0.03,-0.02,0,0
7.8,6.225,2.04,2.7,0.07,-0.05,4.279,2.77,0.02,0.01,0,0
7.84,6.225,2.039,2.64,0.1,-0.05,4.278,2.52,0.05,0.01,0,0
7.88,6.225,2.039,2.64,0.13,-0.05,4.278,2.98,-0.01,0.04,0,0
7.92,6.225,2.036,2.64,0.15,-0.05,4.278,2.98,-0.01,0.04,0,0
7.96,6.225,2.036,2.7,0.18,-0.06,4.278,2.98,0.02,0.04,0,0
8,6.224,2.037,1.4,0.12,-0.01,4.279,2.98,0.02,0.04,0,0
8.04,6.224,2.04,1.43,0.13,-0.01,4.279,2.98,0.02,0.04,0,0
8.08,6.224,2.041,2.64,0.23,-0.06,4.28,2.98,0.02,0.04,0,0
8.12,6.224,2.041,2.58,0.22,-0.05,4.28,2.98,0.03,0.04,0,0
8.16,6.224,2.042,2.58,0.23,-0.05,4.28,2.98,0.03,0.04,0,0
8.2,6.224,2.04,2.58,0.22,-0.05,4.279,2.98,0.03,0.04,0,0
8.24,6.224,2.037,1.38,0.14,-0.01,4.279,2.98,0.03,0.04,0,0
8.28,6.224,2.038,1.4,0.13,-0.01,4.278,2.98,0.03,0.04,0,0
8.32,6.224,2.037,1.46,0.13,-0.01,4.278,2.98,0.02,0.04,0,0
8.36,6.224,2.038,1.49,0.12,-0.01,4.278,2.98,0.01,0.04,0,0
8.4,6.224,2.039,1.58,0.1,-0.01,4.279,2.98,0.01,0.04,0,0
8.44,6.224,2.04,1.61,0.08,-0.01,4.28,3.28,0.03,0,0,0
8.48,6.224,2.041,1.68,0.07,-0.02,4.28,3.28,0.03,0,0,0
8.52,6.224,2.041,1.68,0.07,-0.02,4.28,1.11,0.1,0.02,0,0
8.56,6.224,2.041,1.08,0.08,0,4.28,1.11,0.08,0.02,0,0
8.6,6.224,2.038,1.08,0.07,0,4.279,1.1,0.06,0.02,0,0
8.64,6.224,2.039,1.08,0.05,0,4.278,1.1,0.04,0.02,0,0
8.68,6.224,2.038,1.1,0.03,0,4.278,1.1,0.04,0.02,0,0
8.72,6.224,2.037,1.08,0,0,4.278,1.1,0.01,0.02,0,0
8.76,6.224,2.039,1.08,-0.02,0,4.278,1.1,-0.01,0.02,0,0
8.8,6.224,2.039,1.08,-0.02,0,4.279,1.1,-0.03,0.02,0,0
8.84,6.224,2.04,1.07,-0.05,0,4.279,1.1,-0.06,0.02,0,0
8.88,6.224,2.04,1.07,-0.06,0,4.279,1.1,-0.06,0.02,0,0
8.92,6.224,2.04,1.07,-0.08,0,4.279,1.1,-0.1,0.02,0,0
8.96,6.224,2.041,1.07,-0.09,0,4.279,1.1,-0.1,0.02,0,0
9,6.224,2.039,1.07,-0.11,0,4.278,1.1,-0.12,0.02,0,0
9.04,6.224,2.037,1.07,-0.12,0,4.278,1.1,-0.13,0.02,0,0
9.08,6.224,2.037,1.07,-0.12,0,4.278,1.1,-0.14,0.02,0,0
9.12,6.224,2.037,1.07,-0.13,0,4.278,1.1,-0.15,0.02,0,0
9.16,6.224,2.038,1.07,-0.14,0,4.278,1.1,-0.15,0.02,0,0
9.2,6.224,2.038,1.07,-0.14,0,4.278,1.1,-0.16,0.02,0,0
9.24,6.224,2.039,1.07,-0.15,0,4.279,1.1,-0.16,0.02,0,0
9.28,6.224,2.04,1.07,-0.15,0,4.279,1.1,-0.16,0.02,0,0
9.32,6.224,2.039,1.07,-0.15,0,4.278,1.1,-0.16,0.02,0,0
9.36,6.224,2.038,1.07,-0.14,0,4.278,1.1,-0.16,0.02,0,0
9.4,6.224,2.038,1.07,-0.14,0,4.278,1.1,-0.15,0.02,0,0
9.44,6.224,2.037,1.08,-0.13,0,4.277,1.1,-0.15,0.02,0,0
9.48,6.224,2.037,1.08,-0.12,0,4.277,1.1,-0.14,0.02,0,0
9.52,6.224,2.038,1.08,-0.1,0,4.278,1.1,-0.13,0.02,0,0
9.56,6.224,2.039,1.08,-0.09,0,4.278,1.1,-0.11,0.02,0,0
9.6,6.224,2.039,1.1,-0.08,0,4.278,1.1,-0.1,0.02,0,0
9.64,6.224,2.039,1.1,-0.08,0,4.278,1.1,-0.1,0.02,0,0
9.68,6.224,2.04,1.1,-0.05,0,4.279,1.11,-0.08,0.02,0,0
9.72,6.224,2.039,1.11,-0.04,0,4.278,1.1,-0.06,0.02,0,0
9.76,6.224,2.039,1.1,-0.02,0,4.278,1.11,-0.04,0.02,0,0
9.8,6.224,2.039,1.1,-0.02,0,4.278,1.11,-0.02,0.02,0,0
9.84,6.224,2.038,1.1,-0.02,0,4.278,1.11,-0.02,0.02,0,0
9.88,6.224,2.038,1.1,-0.02,0,4.278,1.11,0.02,0.02,0,0
9.92,6.224,2.039,1.1,-0.02,0,4.278,1.11,0.02,0.02,0,0
9.96,6.224,2.039,1.1,-0.02,0,4.278,1.11,0.04,0.02,0,0
10,6.224,2.04,2.84,0.01,-0.06,4.279,2.84,0.03,-0.01,0,0
10.04,6.224,2.04,2.77,0.05,-0.06,4.279,2.77,0.01,0.01,0,0
10.08,6.224,2.04,2.7,0.07,-0.06,4.279,2.64,0.05,0.02,0,0
10.12,6.224,2.039,2.7,0.1,-0.06,4.279,2.64,0.05,0.02,0,0
10.16,6.224,2.039,2.77,0.15,-0.06,4.279,3.28,0.02,0.01,0,0
10.2,6.224,2.039,2.77,0.15,-0.06,4.278,2.98,-0.01,0.05,0,0
10.24,6.224,2.038,1.43,0.1,-0.01,4.278,3.05,0.01,0.05,0,0
10.28,6.224,2.039,1.4,0.11,-0.01,4.278,2.98,0.01,0.05,0,0
10.32,6.224,2.039,2.7,0.19,-0.06,4.279,2.98,0.01,0.05,0,0
10.36,6.224,2.04,2.64,0.19,-0.06,4.279,2.98,0.01,0.05,0,0
10.4,6.224,2.04,2.64,0.19,-0.06,4.279,2.98,0.02,0.05,0,0
10.44,6.224,2.04,2.64,0.19,-0.06,4.279,2.98,0.02,0.04,0,0
10.48,6.224,2.04,2.7,0.19,-0.06,4.279,2.9,0.02,0.05,0,0
10.52,6.224,2.039,1.4,0.11,-0.01,4.279,2.98,0.01,0.04,0,0
10.56,6.224,2.039,1.46,0.11,-0.01,4.279,2.98,0,0.04,0,0
10.6,6.224,2.039,1.49,0.1,-0.01,4.278,2.98,0,0.04,0,0
10.64,6.224,2.039,1.58,0.08,-0.01,4.278,2.64,0.03,0.02,0,0
10.68,6.224,2.039,1.64,0.07,-0.02,4.279,3.12,0.01,0.01,0,0
10.72,6.224,2.039,1.64,0.05,-0.02,4.279,1.11,0.1,0.02,0,0
10.76,6.224,2.04,1.1,0.09,0,4.279,1.1,0.08,0.02,0,0
10.8,6.224,2.04,1.1,0.08,0,4.279,1.1,0.08,0.02,0,0
10.84,6.225,2.04,1.08,0.06,0,4.279,1.1,0.04,0.02,0,0
10.88,6.225,2.039,1.1,0.05,0,4.279,1.1,0.04,0.02,0,0
10.92,6.225,2.039,1.08,0.03,0,4.279,1.1,0.02,0.02,0,0
10.96,6.225,2.038,1.08,0,0,4.278,1.1,0,0.02,0,0
11,6.225,2.038,1.08,-0.01,0,4.278,1.1,-0.02,0.02,0,0
11.04,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
11.08,6.225,2.039,1.08,-0.03,0,4.278,1.1,-0.04,0.02,0,0
11.12,6.225,2.039,1.07,-0.05,0,4.279,1.1,-0.06,0.02,0,0
11.16,6.225,2.04,1.07,-0.07,0,4.279,1.1,-0.08,0.02,0,0
11.2,6.225,2.039,1.07,-0.08,0,4.278,1.1,-0.1,0.02,0,0
11.24,6.225,2.039,1.07,-0.09,0,4.278,1.1,-0.11,0.02,0,0
11.28,6.225,2.038,1.07,-0.11,0,4.278,1.1,-0.11,0.02,0,0
11.32,6.225,2.039,1.07,-0.12,0,4.278,1.1,-0.13,0.02,0,0
11.36,6.225,2.038,1.07,-0.12,0,4.278,1.1,-0.13,0.02,0,0
11.4,6.225,2.038,1.07,-0.12,0,4.278,1.1,-0.14,0.02,0,0
11.44,6.225,2.038,1.07,-0.13,0,4.278,1.1,-0.14,0.02,0,0
11.48,6.225,2.039,1.07,-0.13,0,4.278,1.1,-0.15,0.02,0,0
11.52,6.225,2.039,1.07,-0.13,0,4.278,1.1,-0.15,0.02,0,0
11.56,6.225,2.039,1.07,-0.13,0,4.278,1.1,-0.15,0.02,0,0
11.6,6.225,2.039,1.07,-0.13,0,4.278,1.1,-0.14,0.02,0,0
11.64,6.225,2.038,1.07,-0.12,0,4.278,1.1,-0.14,0.02,0,0
11.68,6.225,2.038,1.08,-0.12,0,4.278,1.1,-0.13,0.02,0,0
11.72,6.225,2.039,1.08,-0.11,0,4.278,1.1,-0.12,0.02,0,0
11.76,6.225,2.038,1.08,-0.09,0,4.278,1.1,-0.12,0.02,0,0
11.8,6.225,2.038,1.08,-0.08,0,4.278,1.1,-0.09,0.02,0,0
11.84,6.225,2.038,1.08,-0.07,0,4.278,1.1,-0.09,0.02,0,0
11.88,6.225,2.039,1.1,-0.06,0,4.278,1.1,-0.08,0.02,0,0
11.92,6.225,2.039,1.1,-0.05,0,4.278,1.11,-0.06,0.02,0,0
11.96,6.224,2.039,1.1,-0.03,0,4.278,1.11,-0.05,0.02,0,0
12,6.224,2.039,1.05,0.02,0.01,4.278,1.11,-0.03,0.02,0,0
12.04,6.224,2.039,1.11,-0.01,0,4.278,1.11,-0.03,0.02,0,0
12.08,6.224,2.038,1.11,-0.01,0,4.278,1.11,-0.01,0.02,0,0
12.12,6.224,2.039,1.11,-0.01,0,4.278,1.11,0.01,0.02,0,0
12.16,6.224,2.039,1.11,-0.01,0,4.278,1.11,0.03,0.02,0,0
12.2,6.224,2.039,1.1,0.07,0,4.278,2.84,0,-0.01,0,0
12.24,6.224,2.039,2.9,0.07,-0.08,4.278,2.84,0,-0.01,0,0
12.28,6.224,2.039,2.77,0.03,-0.06,4.279,2.84,0.04,-0.02,0,0
12.32,6.224,2.04,2.77,0.05,-0.06,4.279,2.7,0.01,0.01,0,0
12.36,6.224,2.039,2.77,0.07,-0.06,4.279,2.64,0.04,0.02,0,0
12.4,6.224,2.039,1.43,0.08,-0.01,4.279,3.28,0,0.01,0,0
12.44,6.224,2.039,1.46,0.09,-0.01,4.279,3.28,0,0.01,0,0
12.48,6.224,2.039,1.43,0.09,-0.01,4.279,3.05,0,0.05,0,0
12.52,6.224,2.039,1.43,0.09,-0.01,4.279,3.05,0,0.05,0,0
12.56,6.224,2.039,2.7,0.16,-0.06,4.279,2.98,0,0.04,0,0
12.6,6.224,2.039,2.64,0.16,-0.05,4.279,3.05,0.01,0.04,0,0
12.64,6.224,2.04,2.64,0.16,-0.05,4.279,2.98,0.01,0.04,0,0
12.68,6.224,2.039,2.7,0.16,-0.06,4.279,2.98,0.01,0.04,0,0
