time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2),,
1.98036,10.094,-1.28329,-0.191536,,
1.99036,10.0748,-1.28329,-0.21069,,
2.00036,10.1131,-1.22583,-0.21069,,
2.01037,10.094,-1.14922,-0.191536,,
2.02037,10.1131,-1.01514,-0.191536,,
2.03037,10.1131,-0.976834,-0.172383,,
2.04037,10.1323,-0.919373,-0.191536,,
2.05037,10.0556,-0.919373,-0.0957681,,
2.06037,10.0556,-0.957681,-0.0574608,,
2.07038,10.0748,-0.976834,-0.0957681,,
2.08038,10.0556,-1.0343,-0.229843,,
2.09038,10.0748,-1.16837,-0.383072,,
2.10038,10.094,-1.16837,-0.47884,,
2.11038,10.1323,-1.13006,-0.574608,,
2.12039,10.1514,-0.995988,-0.47884,,
2.13039,10.1706,-0.881066,-0.440533,,
2.14039,10.1897,-0.823605,-0.440533,,
2.15039,10.2472,-0.804452,-0.536301,,
2.16039,10.2855,-0.881066,-0.651223,,
2.17039,10.2855,-0.976834,-0.785298,,
2.1804,10.3238,-1.01514,-0.995988,,
2.1904,10.3813,-1.01514,-1.0343,,
2.2004,10.3813,-0.938527,-1.0726,,
2.2104,10.4004,-0.804452,-1.0726,,
2.2204,10.3813,-0.68953,-1.13006,,
2.23041,10.3238,-0.632069,-1.13006,,
2.24041,10.2855,-0.612916,-1.09176,,
2.25041,10.1131,-0.804452,-0.804452,,
2.26041,10.0173,-0.842759,-0.574608,,
2.27041,9.95988,-0.995988,-0.42138,,
2.28041,9.7875,-1.22583,-0.172383,,
2.29042,9.76834,-1.28329,-0.21069,,
2.30042,9.76834,-1.22583,-0.229843,,
2.31042,9.76834,-0.995988,-0.306458,,
2.32042,9.8258,-0.804452,-0.42138,,
2.33042,9.86411,-0.68953,-0.440533,,
2.34043,9.92157,-0.593762,-0.497994,,
2.35043,10.0173,-0.497994,-0.727837,,
2.36043,10.0365,-0.593762,-0.746991,,
2.37043,10.0173,-0.727837,-0.727837,,
2.38043,10.0173,-1.05345,-0.670376,,
2.39043,9.99819,-1.11091,-0.651223,,
2.40044,9.97903,-1.13006,-0.632069,,
2.41044,9.94073,-1.05345,-0.517148,,
2.42044,9.92157,-0.957681,-0.440533,,
2.43044,9.94073,-0.881066,-0.402226,,
2.44044,9.95988,-0.727837,-0.287304,,
2.45045,9.97903,-0.708684,-0.248997,,
2.46045,9.97903,-0.670376,-0.191536,,
2.47045,9.95988,-0.670376,-0.114922,,
2.48045,10.0173,-0.766145,0,,
2.49045,10.0173,-0.823605,0.0957681,,
2.50045,10.0365,-0.90022,0.134075,,
2.51046,10.0748,-0.976834,0.21069,,
2.52046,10.094,-0.995988,0.248997,,
2.53046,10.1323,-0.976834,0.268151,,
2.54046,10.1514,-0.919373,0.383072,,
2.55046,10.1706,-0.861913,0.440533,,
2.56047,10.1897,-0.823605,0.517148,,
2.57047,10.2089,-0.823605,0.555455,,
2.58047,10.228,-0.804452,0.593762,,
2.59047,10.228,-0.785298,0.651223,,
2.60047,10.2089,-0.804452,0.632069,,
2.61047,10.1897,-0.842759,0.727837,,
2.62048,10.1706,-0.90022,0.746991,,
2.63048,10.1514,-0.919373,0.746991,,
2.64048,10.1323,-0.938527,0.804452,,
2.65048,10.094,-0.957681,0.785298,,
2.66048,10.094,-0.995988,0.766145,,
2.67049,10.0556,-1.01514,0.785298,,
2.68049,10.0365,-0.995988,0.746991,,
2.69049,9.97903,-0.976834,0.766145,,
2.70049,9.95988,-0.957681,0.766145,,
2.71049,9.94073,-0.957681,0.766145,,
2.72049,9.95988,-0.938527,0.746991,,
2.7305,9.94073,-0.976834,0.708684,,
2.7405,9.92157,-0.995988,0.632069,,
2.7505,9.90242,-0.995988,0.593762,,
2.7605,9.92157,-1.01514,0.536301,,
2.7705,9.95988,-1.05345,0.497994,,
2.78051,9.95988,-1.0726,0.497994,,
2.79051,9.95988,-1.11091,0.459687,,
2.80051,10.0173,-1.14922,0.363919,,
2.81051,10.0365,-1.18752,0.287304,,
2.82051,10.0556,-1.18752,0.21069,,
2.83051,10.0748,-1.18752,0.172383,,
2.84052,10.1323,-1.13006,0.134075,,
2.85052,10.1514,-1.11091,0.0766145,,
2.86052,10.1897,-1.11091,0,,
2.87052,10.1706,-1.14922,-0.114922,,
2.88052,10.228,-1.16837,-0.248997,,
2.89053,10.228,-1.16837,-0.325611,,
2.90053,10.2855,-1.22583,-0.344765,,
2.91053,10.2472,-1.22583,-0.344765,,
2.92053,10.2472,-1.24498,-0.383072,,
2.93053,10.228,-1.24498,-0.383072,,
2.94053,10.2089,-1.34075,-0.555455,,
2.95054,10.1897,-1.34075,-0.632069,,
2.96054,10.1323,-1.37906,-0.708684,,
2.97054,10.1323,-1.39821,-0.727837,,
2.98054,10.094,-1.41737,-0.785298,,
2.99054,10.0748,-1.39821,-0.785298,,
3.00055,10.0173,-1.39821,-0.804452,,
3.01055,10.0173,-1.39821,-0.842759,,
3.02055,10.0173,-1.41737,-0.881066,,
3.03055,9.95988,-1.39821,-0.976834,,
3.04055,9.97903,-1.39821,-0.976834,,
3.05055,9.95988,-1.43652,-0.995988,,
3.06056,9.95988,-1.47483,-0.995988,,
3.07056,9.94073,-1.53229,-0.957681,,
3.08056,9.94073,-1.5706,-0.938527,,
3.09056,9.94073,-1.55144,-0.919373,,
3.10056,9.95988,-1.58975,-0.938527,,
3.11057,9.97903,-1.58975,-0.938527,,
3.12057,9.95988,-1.6089,-0.938527,,
3.13057,9.99819,-1.5706,-0.881066,,
3.14057,10.0365,-1.58975,-0.881066,,
3.15057,10.0556,-1.58975,-0.804452,,
3.16057,10.0748,-1.62806,-0.804452,,
3.17058,10.094,-1.62806,-0.746991,,
3.18058,10.1131,-1.70467,-0.766145,,
3.19058,10.1323,-1.68552,-0.651223,,
3.20058,10.1706,-1.76213,-0.497994,,
3.21058,10.1706,-1.76213,-0.459687,,
3.22059,10.1514,-1.80044,-0.42138,,
3.23059,10.1706,-1.83875,-0.383072,,
3.24059,10.1706,-1.81959,-0.363919,,
3.25059,10.1323,-1.81959,-0.344765,,
3.26059,10.1514,-1.78129,-0.172383,,
3.27059,10.1514,-1.78129,-0.134075,,
3.2806,10.1323,-1.76213,-0.0383072,,
3.2906,10.1323,-1.80044,0.0383072,,
3.3006,10.1131,-1.83875,0.0766145,,
3.3106,10.1131,-1.87705,0.0766145,,
3.3206,10.0748,-1.87705,0.134075,,
3.33061,10.0173,-1.93451,0.191536,,
3.34061,9.99819,-1.97282,0.248997,,
3.35061,9.97903,-1.95367,0.325611,,
3.36061,9.94073,-1.97282,0.42138,,
3.37061,9.92157,-1.97282,0.42138,,
3.38061,9.90242,-1.97282,0.459687,,
3.39062,9.88326,-1.93451,0.47884,,
3.40062,9.90242,-1.89621,0.517148,,
3.41062,9.92157,-1.89621,0.536301,,
3.42062,9.92157,-1.87705,0.555455,,
3.43062,9.90242,-1.89621,0.593762,,
3.44063,9.92157,-1.89621,0.574608,,
3.45063,9.92157,-1.97282,0.593762,,
3.46063,9.90242,-2.04944,0.574608,,
3.47063,9.94073,-2.06859,0.612916,,
3.48063,9.94073,-2.1069,0.574608,,
